Issue ID,Area ID,Title,Development Status,Audit Runs,Proposal Quality Score,Audit Status,Last Audit Type,Last Audit Date,Score Basis,Next Audit Need,Audit Rubric Version,Rebaseline Status,Rebaseline Notes,Adoption Friction Score,Adoption Friction Band,Adoption Friction Notes,Required Electoral Environment,Pathway Viability,Development Priority,Pathway Adjustment,Enactment Pathway Notes
CIV-009,A-08,Repurposed technical units as cross-agency operational control mechanisms,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-001,A-09,Removal or intimidation of inspectors general,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-002,A-09,Use of acting officials to weaken independence,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-003,A-09,"Denial of records, access, or testimony",Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-004,A-09,Retaliation against whistleblowers,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-005,A-09,Suppression or delay of reports,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-006,A-09,Inability to enforce recommendations,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-007,A-09,Weak congressional notification and follow-up,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
OVS-008,A-09,Insufficient independence of internal ethics offices,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
EMERG-001,A-10,Open-ended national-emergency declarations,Candidate,1,0,Pending development; no proposal-quality score assigned,Initial framework and inventory audit,2026-06-24,Issue is identified in inventory but has not yet been developed into a basic proposal framework; no proposal-quality score is assigned until development begins.,"Apply issue-admission test and decide whether to develop, merge, or retain as research inventory.",2026-06-27.1,current-fixed-status,"Fixed zero-status score is current while the issue remains candidate, retired, merged, pending controlling finding, or otherwise undeveloped.",N/A,N/A,Not scored while issue has fixed zero-status or is not developed.,N/A,N/A,N/A,N/A,Not assessed while issue has fixed zero-status or is not developed.
